Code	Lat	Long	Tax
MCN	32.70199	-83.6487	
MCO	28.4129	-81.3094	
MCP	0.050579	-51.0706	
MCQ	48.13777	20.7897	
MCR	17	-92.0083	
MCS	-30.2681	-57.6408	
MCT	23.59946	58.29213	
MCU	46.35	2.6	
MCV	-16.4667	136.095	
MCW	43.15694	-93.3294	
MCX	42.81663	47.65567	
MCY	-26.5947	153.0835	
MCZ	-9.51252	-35.8004	
MDA	29.4313	-98.3778	
MDB	16.99861	-88.3206	
MDC	1.550469	124.9252	
MDD	32	-102.05	
MDE	6.166408	-75.4239	
MDF	45.15	-90.3333	
MDG	44.52458	129.5671	
MDH	37.77822	-89.2503	
MDI	7.75	8.533333	
MDJ	44.81231	-121.281	
MDK	0.020116	18.29041	
MDL	21.94005	96.0875	
MDM	-4.61959	143.4498	
MDN	38.73333	-85.3833	
MDO	59.45306	-146.3	
MDP	-5.83333	140.8333	
MDQ	-37.9347	-57.5722	
MDR	63.10686	-154.717	
MDS	21.78333	-71.7167	
MDT	40.19321	-76.7529	
MDU	-6.15861	143.65	
MDV	0.95	10.78333	
MDW	41.78544	-87.7508	
MDX	-29.1672	-58.0756	
MDY	28.2	-177.383	
MDZ	-32.8316	-68.7976	
MEA	-22.3432	-41.7658	
MEB	-37.7266	144.9013	
MEC	-0.94691	-80.6795	
MED	24.54437	39.69897	
MEE	-21.4823	168.0361	
MEF	11.06118	17.93988	
MEG	-9.52509	16.31517	
MEH	71.02989	27.82453	
MEI	32.32774	-88.7526	
MEJ	41.62623	-80.2118	
MEK	33.88333	-5.53333	
MEL	-37.6671	144.8335	
MEM	35.04626	-89.9769	
MEN	44.5024	3.531055	
MEO	35.91992	-75.6972	
MEP	2.416667	103.8333	
MEQ	4.15	96.11667	
MER	37.3	-120.483	
MES	3.561111	98.67278	
MET	-12.75	142.7667	
MEU	-0.88966	-52.602	
MEV	39	-119.75	
MEW	-4.855	21.54257	
MEX	19.43528	-99.0728	
MEY	27.57705	84.22884	
MEZ	-22.3667	29.83333	
MFA	-7.91736	39.66805	
MFB	0.622831	-69.7487	
MFC	-29.75	27.3	
MFD	40.82	-82.5128	
MFE	26.17628	-98.2396	
MFF	-1.52794	13.25391	
MFG	34.36667	73.46667	
MFH	36.83444	-114.056	
MFI	44.63389	-90.1867	
MFJ	-18.5635	179.9493	
MFK	26.16667	119.9167	
MFL	-19.6667	144.9	
MFM	22.14993	113.5894	
MFN	-44.6739	167.9249	
MFO	-5.57744	151.7921	
MFP	-22.0984	137.9852	
MFQ	13.50119	7.124448	
MFR	42.37274	-122.873	
MFS	5.166667	-73.25	
MFT	-13.1167	-72.5667	
MFU	-13.2584	31.94255	
MFV	37.64691	-75.7602	
MFW	-21.9722	35.59167	
MFX	45.40795	6.577339	
MFY	13.66667	46.00833	
MFZ	-6.13333	149.1167	
MGA	12.14139	-86.1689	
MGB	-37.7463	140.7847	
MGC	41.7031	-86.8214	
MGD	-13.3253	-64.1247	
MGE	33.91667	-84.5167	
MGF	-23.3836	-51.9333	
MGG	-6.03333	143.3667	
MGH	-30.9167	30.25	
MGI	28.25	-96.5	
MGJ	41.51667	-74.2667	
MGK	20.2967	98.8989	
MGL	51.35278	6.544444	
MGM	32.29656	-86.3904	
MGN	9.288056	-74.845	
MGO	-1.73333	10.21667	
MGP	-4.03333	152.9667	
MGQ	2.014088	45.30404	
MGR	31.08337	-83.8042	
MGS	-21.9333	-157.933	
MGT	-12.0958	134.8951	
MGU	18.95833	93.73889	
MGV	-18.6167	126.8667	
MGW	39.64278	-79.9158	
MGX	-2.25	11	
MGY	39.93333	-84.2544	
MGZ	12.43979	98.62147	
MHA	5.27323	-59.1494	
MHB	-36.845	174.7847	
MHC	-42.3417	-73.7159	
MHD	36.23409	59.64187	
MHE	43.77528	-98.0381	
MHF	2.15	-70.5833	
MHG	49.47483	8.516259	
MHH	26.51137	-77.0845	
MHI	11	43	
MHK	39.13876	-96.6696	
MHL	39.11667	-93.2	
MHM	63.86917	-152.286	
MHN	42.04217	-101.059	
MHO	-17.1333	125.7667	
MHP	53.85	27.55	
MHQ	60.1215	19.89691	
MHR	38.55531	-121.297	
MHS	41.31667	-122.317	
MHT	42.93067	-71.4388	
MHU	-36.9667	147.1833	
MHV	35.06667	-118.15	
MHW	-19.828	-63.9595	
MHX	-10.3787	-161.001	
MHY	-8.71406	141.6438	
MHZ	52.36667	0.483333	
MIA	25.79498	-80.2867	
MIB	48.23333	-101.3	
MIC	45.06194	-93.3525	
MID	20.92464	-89.6593	
MIE	40.23972	-85.3945	
MIF	31.6	-102.9	
MIG	31.43111	104.7381	
MIH	-26.4833	147.9667	
MII	-22.2	-49.9333	
MIJ	6.083333	171.75	
MIK	61.68695	27.20253	
MIM	-36.9078	149.9016	
MIN	-32.8333	134.8333	
MIO	36.88333	-94.9	
MIP	30.6	34.8	
MIQ	41.30195	-95.8945	
MIR	35.76108	10.75316	
MIS	-10.5	152.8417	
MIT	35.5	-119.267	
MIU	11.85667	13.08525	
MIV	39.36884	-75.0719	
MIW	42.16667	-92.9167	
MIX	-6.25	-59	
MIY	-18.81	137.08	
MIZ	-14	134.1	
MJA	-21.4262	44.31652	
MJB	10.28333	170.8833	
MJC	7.381667	-7.52833	
MJD	27.33492	68.14137	
MJE	9	170	
MJF	65.78439	13.21833	
MJG	21.75833	-79	
MJI	32.89722	13.27778	
MJJ	-5.7	145.25	
MJK	-25.8976	113.5759	
MJL	-1.81778	10.92417	
MJM	-6.15	23.63333	
MJN	-15.6669	46.35032	
MJO	-21.0239	16.44698	
MJP	-34.2635	116.1368	
MJQ	43.61667	-95.0167	
MJR	-38.25	-57.8333	
MJS	-25.35	32.22	
MJT	39.05792	26.59906	
MJU	-2.5	118.8333	
MJV	37.77661	-0.81779	
MJW	-21.2303	32.33348	
MJX	39.96667	-74.2	
MJY	-2.73333	103.567	
MJZ	62.53333	114.0333	
MKA	49.98333	12.71667	
MKB	1.05	13.83333	
MKC	39.12417	-94.5928	
MKE	42.94654	-87.8972	
MKG	43.17034	-86.2371	
MKH	-29.1667	29.16667	
MKI	5.316667	25.95	
MKJ	-0.01997	15.58039	
MKK	21.15264	-157.096	
MKL	35.60145	-88.9161	
MKM	2.882137	112.0441	
MKN	-4.01667	153.675	
MKO	35.6558	-95.3584	
MKP	-16.5839	-143.658	
MKQ	-8.51667	140.5	
MKR	-26.6173	118.5506	
MKS	11.68333	38.15	
MKT	44.22361	-93.9183	
MKU	0.579618	12.89079	
MKV	-25.9667	133.25	
MKW	-0.89156	134.0491	
MKY	-21.1702	149.1802	
MKZ	2.264936	102.2512	
MLA	35.8474	14.4923	
MLB	28.10272	-80.6482	
MLC	34.8853	-95.7859	
MLD	42.2	-112.45	
MLE	4.196189	73.5301	
MLF	38.43333	-113.017	
MLG	-7.93033	112.7133	
MLH	47.60324	7.524348	
MLI	41.44772	-90.5115	
MLJ	33.08333	-83.2333	
MLK	48.49442	-107.91	
MLL	61.86582	-162.032	
MLM	19.84351	-101.027	
MLN	35.28003	-2.95774	
MLO	36.697	24.47603	
MLP	7.617239	124.0581	
MLQ	-7.99167	146.085	
MLR	-37.4833	140.0167	
MLS	46.43056	-105.881	
MLT	45.64787	-68.691	
MLU	32.51111	-92.0385	
MLV	-13.0167	142.9833	
MLW	6.289444	-10.7583	
MLX	38.35444	38.25361	
MLY	64.98933	-150.646	
MLZ	-32.3386	-54.218	
MMA	55.605	13.05972	
MMB	43.88266	144.1614	
MMC	22.83333	-99	
MMD	25.84139	131.2472	
MME	54.50941	-1.42479	
MMF	5.704909	9.306369	
MMG	-28.1081	117.8362	
MMH	37.62712	-118.841	
MMI	35.52303	-84.6757	
MMJ	36.23333	137.9667	
MMK	68.77916	32.7621	
MML	44.44722	-95.8175	
MMM	-22.8031	148.7066	
MMN	42.46036	-71.518	
MMO	15.25	-23.1667	
MMP	9.257875	-74.4384	
MMQ	-8.85961	31.33413	
MMR	30.28333	-97.75	
MMS	34.2315	-90.2895	
MMT	33.93667	-81.1156	
MMU	40.79981	-74.4225	
MMV	45.19	-123.14	
MMW	-16.7833	39.06667	
MMX	55.53619	13.36972	
MMY	24.78235	125.2948	
MMZ	35.93044	64.76118	
MNA	4.05	126.7	
MNB	-5.92694	12.35278	
MNC	-14.4845	40.71244	
MND	4.515886	-73.279	
MNE	-28	138.6	
MNF	-17.6333	177.1167	
MNG	-12.0561	134.234	
MNH	7.75	83	
MNI	16.75	-62.2333	
MNJ	-21.1986	48.35968	
MNK	1.00361	173.031	
MNL	14.5123	121.0219	
MNM	45.12741	-87.6386	
MNN	40.58333	-83.1333	
MNO	-7.28837	27.3937	
MNP	14.04528	-83.3836	
MNQ	-24.8923	151.0986	
MNR	-15.2547	23.16199	
MNS	-11.1383	28.87513	
MNT	64.895	-149.171	
MNU	16.44167	97.66944	
MNV	-14.1167	133.8333	
MNW	-22.4667	135.233	
MNX	-5.81174	-61.2787	
MNY	-7.35	155.5667	
MNZ	38.72194	-77.5181	
MOA	20.5	-74.8833	
MOB	30.69214	-88.2412	
MOC	-16.7052	-43.8201	
MOD	37.62695	-120.955	
MOE	23.09247	96.64513	
MOF	-8.64105	122.2362	
MOG	20.51561	99.26262	
MOH	-2.20333	121.6603	
MOI	-19.8422	-157.705	
MOJ	5.75	-54.3333	
MOK	43.755	59.03083	
MOL	62.74545	7.263789	
MOM	17.75	-12.5	
MON	-43.7666	170.1334	
MOO	-27.5	149.8333	
MOP	43.61667	-84.7333	
MOQ	-20.2871	44.31686	
MOR	36.21667	-83.3	
MOS	64.69556	-162.043	
MOT	48.25795	-101.277	
MOU	62.09444	-163.684	
MOV	-22.0616	148.0749	
MOX	45.58333	-95.9167	
MOY	4.884167	-72.8953	
MOZ	-17.4904	-149.764	
MPA	-17.5	24.26667	
MPB	25.75	-80.1667	
MPC	-2.55	101.1	
MPD	25.65	69.03333	
MPE	41.28333	-72.6	
MPF	-7.96667	143.1667	
MPG	-6.53333	147.7167	
MPH	11.92509	121.9527	
MPI	9.578333	-79.8431	
MPJ	35.15	-92.7333	
MPK	34.75862	126.3805	
MPL	43.5788	3.959345	
MPM	-25.9064	32.58264	
MPN	-51.8208	-58.4565	
MPO	41.13827	-75.3797	
MPP	9	-77.8667	
MPQ	30.16667	35.76667	
MPR	38.37436	-97.7633	
MPS	33.16667	-94.9833	
MPT	-8.06667	125.25	
MPU	-2.9	151.4	
MPV	44.20386	-72.565	
MPW	47.1	37.55	
MPX	-4.9	141.6167	
MPY	3.656013	-54.0393	
MPZ	40.96667	-91.55	
MQA	-19.7377	120.8377	
MQB	40.4525	-90.6214	
MQC	47.05	-56.3333	
MQD	-41.2414	-68.7072	
MQE	-22.8167	137.35	
MQF	53.45	59.06667	
MQG	-22.0833	17.36667	
MQH	-13.5333	-48.2333	
MQI	42.25	-71	
MQJ	66.45118	143.2584	
MQK	-16.3392	-58.4019	
MQL	-34.2306	142.0884	
MQM	37.22243	40.63073	
MQN	66.36408	14.30186	
MQO	-8.70389	142.6511	
MQP	-25.3818	31.10695	
MQQ	8.632456	16.07727	
MQR	2.5	-78.4167	
MQS	12.88771	-61.1798	
MQT	46.34965	-87.3872	
MQU	5.21253	-74.8839	
MQV	35.9	0.083333	
MQW	32.20778	-83.0003	
MQX	13.46833	39.52639	
MQY	36.00935	-86.5167	
MQZ	-33.9333	115.1	
MRA	32.4	15.06667	
MRB	39.40215	-77.9858	
MRC	35.61667	-87.0333	
MRD	8.583333	-71.1578	
MRE	-1.30037	35.05885	
MRF	30.3	-104.017	
MRG	-17	145.4667	
MRH	-8.46667	145.3333	
MRI	61.21332	-149.844	
MRJ	14.16361	-88.0333	
MRK	25.94445	-81.7239	
MRL	-20.0667	145.5833	
MRM	-9.16667	147.6	
MRN	35.75	-81.6833	
MRO	-40.9746	175.6338	
MRP	-27	135	
MRQ	13.36145	121.8254	
MRR	-4.38333	-79.9333	
MRS	43.44178	5.222137	
MRT	-14.4833	133.4167	
MRU	-20.4326	57.68495	
MRV	44.22622	43.08165	
MRW	54.68583	11.435	
MRX	30.56091	49.14683	
MRY	36.58706	-121.842	
MRZ	-29.4939	149.8512	
MSA	53.81667	-91.9833	
MSB	18.06667	-63.0667	
MSC	33.41667	-111.833	
MSD	39.52472	-111.474	
MSE	51.35	1.35	
MSF	-22.5167	135	
MSG	-29.7333	28.75	
MSH	20.66727	58.89081	
MSI	-5.58333	114.4333	
MSJ	40.7013	141.3718	
MSK	25.03333	-78	
MSL	34.74589	-87.6115	
MSM	-4.76667	17.91667	
MSN	43.14208	-89.3377	
MSO	46.91687	-114.088	
MSP	44.87802	-93.2209	
MSQ	53.88996	28.03507	
MSR	38.725	41.625	
MSS	44.93778	-74.8467	
MST	50.91586	5.76862	
MSU	-29.3014	27.50556	
MSV	41.70199	-74.7967	
MSW	15.60333	39.44111	
MSX	-2.94616	12.699	
MSY	29.9942	-90.2643	
MSZ	-15.2086	12.16083	
MTA	-37.8167	175.7667	
MTB	8.066667	-75.4667	
MTC	42.58333	-82.8833	
MTD	-17	130.5667	
MTE	-1.98333	-54.0667	
MTF	6.966667	35.53333	
MTG	-14	-55	
MTH	24.72587	-81.0512	
MTI	15	-24.4333	
MTJ	38.51182	-107.892	
MTK	3	174	
MTL	-32.7333	151.55	
MTM	55.13333	-131.583	
MTN	39.32167	-76.4117	
MTO	39.47608	-88.2783	
MTP	41.07618	-71.9216	
MTQ	-26.5833	147.9667	
MTR	8.823685	-75.8249	
MTS	-26.5203	31.31413	
MTT	17.98333	-94.5167	
MTU	-13.1333	38.98333	
MTV	-13.6667	167.6667	
MTW	44.12972	-87.6822	
MTX	64.81667	-147.867	
MTY	25.77657	-100.114	
MTZ	33.23333	35.75	
MUA	-8.32726	157.2611	
MUB	-19.9714	23.4322	
MUC	48.353	11.79014	
MUD	-11.6667	39.51667	
MUE	20.00264	-155.666	
MUF	-7.5	140.3333	
MUG	26.91667	-111.983	
MUH	31.31689	27.22658	
MUI	40.44758	-76.5966	
MUJ	6.333333	35	
MUK	-19.3333	-158.5	
MUL	31.18333	-83.7833	
MUN	9.74977	-63.1547	
MUO	43.13333	-115.683	
MUP	-31.1333	141.05	
MUQ	-20.6667	120	
MUR	4.178618	114.3309	
MUS	24.28961	153.979	
MUT	41.36642	-91.1456	
MUU	40.38333	-77.8833	
MUW	35.33333	0.15	
MUX	30.20711	71.41998	
MUY	-3.98333	13.91944	
MUZ	-1.50286	33.80178	
MVA	65.61667	-16.9667	
MVB	-1.65	13.43333	
MVC	31.51667	-87.3333	
MVD	-34.8304	-56.022	
MVE	44.96828	-95.7099	
MVF	-5.16667	-37.25	
MVG	0.116667	11.08333	
MVH	-30.75	152.9	
MVI	-6	155.3333	
MVJ	18.02167	-77.4953	
MVK	-27.25	138	
MVL	44.53401	-72.6142	
MVM	36.70278	-110.233	
MVN	38.32356	-88.8559	
MVO	12.2	18.78333	
MVP	1.133333	-70.05	
MVQ	53.95508	30.09605	
MVR	10.45222	14.25639	
MVS	-18.0833	-39.5667	
MVT	-14.8333	-148.417	
MVU	-14.1667	143.6833	
MVV	45.8227	6.649836	
MVW	48.41667	-122.333	
MVX	2.153368	12.10659	
MVY	41.38959	-70.6116	
MVZ	-20.0611	30.86084	
MWA	37.7541	-89.0113	
MWB	-29.2017	116.022	
MWC	43.03333	-87.9167	
MWD	32.56431	71.56651	
MWE	18.4427	31.84417	
MWF	-15.1667	168.1667	
MWG	-6.13333	146.1333	
MWH	47.205	-119.316	
MWI	-5.12834	143.4844	
MWJ	6.55	-59.9	
MWK	3.3	106.2667	
MWL	32.78176	-98.0606	
MWM	43.91329	-95.1094	
MWN	-3.55	33.6	
MWO	39.53106	-84.3979	
MWP	28	85.33334	
MWQ	20.16667	94.94111	
MWR	-24.1903	31.3864	
MWS	34.21667	-118.067	
MWT	-28.5	138	
MWU	-1.5	149.6667	
MWV	12.46056	107.1908	
MWX	34.99128	126.3841	
MWY	-25.7833	141.5167	
MWZ	-2.44583	32.93341	
MXA	35.88333	-90.1833	
MXB	-2.33333	120.3333	
MXC	37.88333	-109.367	
MXD	-23.3333	139.6	
MXE	34.71667	-79.3333	
MXF	32.38196	-86.3533	
MXG	42.33333	-71.55	
MXH	-6.36246	143.2328	
MXI	6.916667	126.25	
MXJ	9.616667	6.533333	
MXK	-6.38333	147.6167	
MXL	32.63	-115.245	
MXM	-21.7506	43.37494	
MXN	48.60291	-3.81336	
MXO	42.25	-91.2	
MXP	45.62963	8.723547	
MXQ	-13.3894	-38.91	
MXR	49.93084	33.63445	
MXS	-13.7167	-172.233	
MXT	-18.05	44.033	
MXU	-28.55	115.5167	
MXV	49.63333	100.1667	
MXW	45.74262	106.2673	
MXX	60.95812	14.50453	
MXY	61.43943	-142.898	
MXZ	24.26681	116.1045	
MYA	-35.8935	150.147	
MYB	-3.45	10.68333	
MYC	10.5	-68.1667	
MYD	-3.22086	40.10005	
MYE	34.06944	139.5625	
MYF	32.71667	-117.15	
MYG	22.37667	-73.0183	
MYH	36.81064	-111.645	
MYI	-9.91452	144.0543	
MYJ	33.82731	132.7013	
MYK	61.41667	-142.917	
MYL	44.91667	-116.1	
MYM	4.6	-59.6333	
MYN	15.46994	45.32757	
MYO	-18.1244	124.2744	
MYP	37.66667	61.83333	
MYQ	12.3	76.65	
MYR	33.68064	-78.9291	
MYT	25.35417	97.29889	
MYU	60.37278	-166.268	
MYV	39.09781	-121.569	
MYW	-10.3405	40.18186	
MYX	-7.21189	146.0194	
MYY	4.321507	113.9854	
MYZ	-14.1	34.53333	
MZA	-11.325	-74.5361	
MZB	-11.3616	40.35454	
MZC	0.783333	11.56667	
MZD	-2.73333	-78.3167	
MZE	17.08333	-89.6	
MZF	-32.75	28.5	
MZG	23.56879	119.629	
MZH	40.88333	35.53333	
MZI	14.51107	-4.08133	
MZJ	32.51667	-111.333	
MZK	1.983333	173.6667	
MZL	5.029572	-75.4641	
MZM	49.0725	6.134444	
MZN	-5.90649	144.6902	
MZO	20.325	-77.1289	
MZP	-41.1205	172.9929	
MZQ	-27.6262	32.04477	
MZR	36.70919	67.20849	
MZS	4.616667	118.15	
MZT	23.16485	-106.27	
MZU	26.11667	85.38333	
MZV	4.052348	114.8105	
MZW	33.52692	-0.24285	
MZX	6.35	39.71667	
MZY	-34.1564	22.06019	
MZZ	40.49083	-85.6794	
NAA	-30.3292	149.8251	
NAB	31.58333	-84.1667	
NAC	-36.95	140.8333	
NAD	2.566667	-67.5833	
NAE	10.37708	1.359976	
NAF	2.75	117.05	
NAG	21.08958	79.04603	18
NAH	3.716667	125.3667	
NAI	3.75	-59	
NAJ	39.18684	45.4569	
NAK	14.93333	102.0833	
NAL	43.53333	43.7	
NAM	-3.3	127.1	
NAN	-17.7625	177.4375	
NAO	30.8	106.0667	
NAP	40.88399	14.28448	
NAQ	77.48814	-69.3833	
NAR	6.21002	-74.5906	
NAS	25.03934	-77.4701	
NAT	-5.91679	-35.2502	
NAU	-14.1667	-141.583	
NAV	38.63333	34.71667	
NAW	6.513814	101.7408	
NAY	39.78216	116.3877	
NAZ	-14.8667	-74.95	
NBA	-6.25	145.2333	
NBB	3.333333	-70.3333	
NBC	55.56554	52.09921	
NBE	36.07818	10.43593	
NBG	29.83333	-90.0333	
NBH	-30.6733	152.9832	
NBJ	-9.04678	13.50719	
NBL	9.3	-79	
NBN	-1.40764	5.625103	
NBO	-1.31685	36.92905	
NBS	42.06917	127.6028	
NBU	39.55	-107.317	
NBV	-17.3833	-45.8667	
NBW	20.16667	-75.2333	
NBX	-3.36667	135.4333	
NCA	21.91571	-71.9443	
NCE	43.6598	7.213707	
NCG	30.41667	-107.917	
NCH	-10.3575	38.7792	
NCI	8.455453	-76.7798	
NCJ	-30.9581	-61.5219	
NCL	55.03842	-1.6964	
NCN	60.07909	-147.996	
NCO	41	-71	
NCR	11.25	-84.8333	
NCS	-27.7742	29.99	
NCT	10.13889	-85.445	
NCU	42.48953	59.62226	
NCY	45.93056	6.100833	
NDA	-4.52136	129.9047	
NDB	20.92993	-17.0298	
NDC	19.18179	77.32297	
NDD	-11.1679	13.84897	
NDE	3.933792	41.84337	
NDF	-9.33333	14.83333	
NDG	47.31667	123.9167	
NDI	-9.43333	148.2667	
NDJ	12.13603	15.03485	
NDK	5.633333	168.1167	
NDL	8.424744	20.63556	
NDM	9.816667	35.08333	
NDN	-9.14365	147.6841	
NDO	37.38333	-6.58333	
NDR	34.98769	-3.03667	
NDS	-27.98	119.297	
NDU	-17.9568	19.72835	
NDV	38.86667	-77	
NDY	59.25046	-2.57526	
NEA	31.25981	-81.464	
NEC	-38.5667	-58.75	
NEF	56.11365	54.35041	
NEG	18.33988	-78.3361	
NEI	45.08145	136.5903	
NEJ	9.5	35.46667	
NEK	9.066667	36.5	
NEL	40.01667	-74.3167	
NEN	30.31667	-81.85	
NER	56.65	124.6	
NES	40.74333	-73.975	
NET	24.31482	-75.4576	
NEU	20.41857	104.0671	
NEV	17.205	-62.5925	
NEW	30.03944	-90.0267	
NFB	42.96667	-82.9667	
NFG	61.13333	73.05	
NFL	39.41783	-118.699	
NFO	-15.5718	-175.629	
NFR	29.21722	21.58728	
NGA	-34.25	148.25	
NGB	29.82619	121.4584	
NGC	36.38972	-112.129	
NGD	18.71667	-64.3	
NGE	7.35617	13.55889	
NGF	21.44583	-157.77	
NGI	-18	179.3333	
NGK	51.78272	143.1406	
NGL	2.45	21.55	
NGN	9.568611	-79.25	
NGO	34.85872	136.8114	
NGP	27.7	-97.2833	
NGQ	32.10134	80.05633	
NGR	-6.5	141	
NGS	32.91785	129.9155	
NGU	35.83333	-76.2833	
NGW	27.78333	-97.4	
NGX	27.70056	85.36305	
NGZ	37.76667	-122.25	
NHA	12.24957	109.193	
NHD	25.02376	55.37365	
NHF	15.35617	35.72839	
NHK	38.3	-76.4333	
NHS	29.58333	66	
NHT	51.55435	-0.41811	
NHV	-8.79521	-140.222	
NHX	30.4	-87.6833	
NHZ	43.91667	-69.9667	
NIA	7.493946	-8.58448	
NIB	63.01825	-154.358	
NIC	35.15962	33.27535	
NIE	55.06667	-132.15	
NIF	-21.6709	121.5883	
NIG	-1.31444	176.41	
NIK	13.05231	-12.7267	
NIM	13.49017	2.184618	
NIN	60.06667	-151.733	
NIO	-2.71724	17.68514	
NIP	30.2322	-81.6792	
NIR	28.4	-97.75	
NIS	-2.66154	151.9955	
NIT	46.31667	-0.45	
NIU	-16.1191	-146.368	
NIX	15.23953	-9.57321	
NJA	35.41667	139.35	
NJC	60.94945	76.48562	
NJF	31.98905	44.4039	
NJJ	49.23869	125.3297	
NJK	32.83722	-115.575	
NKA	0.7	9.983333	
NKB	-18.55	124.85	
NKC	18.3	-15.97	
NKD	-5.85	110.4667	
NKG	31.73184	118.8723	
NKI	55.36667	-133.217	
NKL	-1.98333	16.46667	
NKM	35.24607	136.9248	
NKN	-5.83333	143.45	
NKO	-16.5833	-44.45	
NKP	17.3887	104.6447	
NKS	4.95	9.933333	
NKT	37.36389	42.06	
NKU	-29.5	28	
NKV	55.85	-133.217	
NKX	32.86667	-117.117	
NKY	-4.22205	13.2858	
NLA	-12.9934	28.66502	
NLC	36.3	-119.767	
NLD	27.44365	-99.5679	
NLE	41.8354	-86.226	
NLF	-9.57906	143.7796	
NLG	56.00749	-161.167	
NLH	27.54064	100.7596	
NLI	53.15365	140.6517	
NLK	-29.0417	167.9395	
NLL	-21.75	120.2	
NLN	40.71894	-123.927	
NLO	-4.32676	15.3266	
NLP	-25.4998	30.91439	
NLS	-18.0508	128.8958	
NLT	43.42951	83.37267	
NLU	19.4	-99.15	
NLV	47.05717	31.91963	
NMA	40.98413	71.56264	
NMB	20.41667	72.95	
NMC	24.59808	-76.818	
NME	60.46985	-164.703	
NMF	5.818878	73.46999	
NMG	8.366667	-78.2833	
NMI	18.99444	73.07028	
NML	57.05375	-111.571	
NMN	-16.3167	145.0667	
NMP	-20.1667	143.9667	
NMR	-27.6	141.1167	
NMS	20.89112	97.73495	
NMT	23.08333	97.4	
NMU	8	168.1333	
NNA	34.26667	-6.66667	
NNB	-10.8333	162.5	
NND	-11.0833	39.1	
NNG	22.6088	108.1778	
NNI	-18.8064	16.9272	
NNK	58.73289	-157.02	
NNL	59.97889	-154.839	
NNM	67.6366	53.08848	
NNR	53.22974	-9.46976	
NNT	18.8078	100.7845	
NNU	-17.8234	-40.3296	
NNX	4.13425	117.6694	
NNY	32.98224	112.6157	
NOA	-34.9506	150.5375	
NOB	9.977333	-85.6524	
NOC	53.91159	-8.81314	
NOD	53.58333	7.2	
NOG	31.33333	-110.933	
NOH	41.88055	-87.6167	
NOI	44.71667	37.76667	
NOJ	63.17673	75.29459	
NOK	-14.6988	-52.3481	
NOL	67.9	-160.717	
NOM	-6.29396	142.2341	
NON	-0.68056	174.35	
NOO	-9.2	147.5333	
NOP	42.0175	35.06889	
NOR	65.16666	-22	
NOS	-13.3126	48.31433	
NOT	38.14663	-122.548	
NOU	-22.0149	166.2141	
NOV	-12.8075	15.75734	
NOZ	53.75	87.16666	
NPA	30.41667	-87.2167	
NPE	-39.4667	176.8723	
NPG	-6.13333	143.3667	
NPH	39.72505	-111.866	
NPL	-39.0058	174.1833	
NPO	-0.34841	111.7458	
NPP	-22.5	132.6833	
NPR	-7.12583	-55.4008	
NPT	41.53083	-71.2825	
NPU	4.95	-71.9167	
NPY	-6.35497	31.08408	
NQA	35.13333	-90.05	
NQI	27.51667	-97.8667	
NQL	-14	-48.9833	
NQN	-38.95	-68.1522	
NQT	52.96667	-1.16667	
NQU	5.711395	-77.261	
NQX	24.55	-81.8	
NQY	50.44143	-4.99633	
NQZ	51.02585	71.4642	
NRA	-34.7041	146.5118	
NRB	30.39137	-81.4245	
NRC	37.38333	-121.1	
NRD	53.83333	7.166667	
NRE	-3.85533	126.7005	
NRG	-32.9333	117.1667	
NRI	35.16667	-99.8333	
NRK	58.58598	16.24784	
NRL	59.36717	-2.43412	
NRM	15.22769	-7.26162	
NRN	51.6031	6.14339	
NRR	18.25	-65.6389	
NRS	32.56616	-117.114	
NRT	35.77587	140.3933	
NRY	-16.0167	129.2333	
NSB	25.775	-79.25	
NSE	30.63333	-87.05	
NSF	38.81667	-76.8333	
NSH	36.66667	51.5	
NSI	3.725079	11.55217	
NSK	69.30879	87.31468	
NSL	43.98402	-95.7825	
NSM	-32.21	121.755	
NSN	-41.3	173.225	
NSO	-32.0376	150.832	
NSP	14.5	120.9	
NSR	-9.08278	-42.6444	
NST	8.470102	99.95668	
NSV	-26.4223	153.0635	
NSX	18.5	-64.3667	
NSY	37.4	14.93333	
NTA	-18.1025	177.3181	
NTB	59.58333	9.283333	
NTC	-13.3667	33.85	
NTD	34.15	-119.2	
NTE	47.15184	-1.60846	
NTG	32.07184	120.9783	
NTI	-2.33333	133.25	
NTJ	39.26667	-111.633	
NTL	-32.7946	151.8401	
NTM	-9.18333	-48.5	
NTN	-17.6852	141.0746	
NTO	17.06667	-25.0833	
NTQ	37.29385	136.961	
NTR	25.66667	-100.317	
NTT	-15.5	-174	
NTU	36.81667	-76.0333	
NTX	3.910126	108.388	
NTY	-26.0333	27.91667	
NUA	6.956073	80.77952	
NUB	-14.2682	135.7138	
NUD	12.75	28.41667	
NUE	49.49827	11.07811	
NUF	6.858	80.586	
NUG	-3.46667	150.8167	
NUH	5.630391	-72.2004	
NUI	70.21	-151.005	
NUJ	35.20164	48.66033	
NUK	-19.1833	-138.7	
NUL	64.73121	-158.072	
NUM	27.92759	35.29143	
NUN	30.4725	-87.1883	
NUP	60.90602	-162.441	
NUQ	37.41649	-122.048	
NUR	-31.4333	130.9167	
NUS	-16.0806	167.4026	
NUT	-5.63333	151.3833	
NUU	-0.2967	36.15643	
NUW	48.35194	-122.656	
NUX	66.06985	76.52606	
NVA	2.951752	-75.2936	
